time_group,longitude,latitude,altitude,slope,landcover,landcover_type,distance,dt,simulated_speed,speed_check,timestamp
1637843920.0,-980587.9874544656,8848184.056565236,356.749225,21.16057710647583,40.0,灌木地,13776093.310947947,10.000075817108154,5.181101744619851,1377598.8865384173,1637843920.0
1637843930.0,-980414.5624915197,8848248.826752022,357.894475,21.593324184417725,40.0,灌木地,23355510.682323758,10.000075101852417,4.494550087900171,2335533.527942943,1637843930.0
1637843940.0,-980205.4736944276,8848201.410395827,354.9393,28.46753087043762,40.0,灌木地,14228786.31625328,10.000075817108154,4.175558855392216,1422867.8438528073,1637843940.0
1637843950.0,-980021.4628527698,8848140.741653245,354.7656,14.11682391166687,40.0,灌木地,10934653.025492074,9.999075174331665,4.777804667461147,1093566.4383804318,1637843950.0
1637843960.0,-979892.3482461339,8848169.65125059,356.1311,9.197506165504455,40.0,灌木地,11177850.522139322,10.00007700920105,5.158876193607424,1117776.4443068393,1637843960.0
1637843970.0,-979867.0382018238,8848272.264444992,363.14355,10.353704571723938,40.0,灌木地,12522554.69044074,10.000074863433838,4.989166216953494,1252246.0942998112,1637843970.0
1637843980.0,-979845.677113975,8848394.252430297,369.05197499999997,14.693222332000733,40.0,灌木地,14078875.55076693,10.000075817108154,4.893897102921657,1407876.8809613178,1637843980.0
1637843990.0,-979819.2861351997,8848514.165385965,371.67855,21.674052953720093,40.0,灌木地,13229064.205599163,10.000076293945312,4.582983073037177,1322896.3276619087,1637843990.0
1637844000.0,-979780.1350640266,8848633.425112326,374.70785,18.3724404335022,40.0,灌木地,14190032.350446027,10.000075817108154,4.772090583267147,1418992.4766539955,1637844000.0
1637844010.0,-979702.647348236,8848764.616191713,376.99825,18.163484978675843,40.0,灌木地,18155956.178818032,10.00007700920105,4.702742331271476,1815581.6362326785,1637844010.0
1637844020.0,-979567.6236158255,8848888.857270965,381.06675,27.162703657150267,40.0,灌木地,15970211.43519266,10.000076055526733,4.228487878896992,1597008.9973832166,1637844020.0
1637844030.0,-979413.719088291,8849010.437781211,385.6519,15.224668383598328,40.0,灌木地,17601958.76984845,10.000076055526733,5.010501608956911,1760182.489824204,1637844030.0
1637844040.0,-979278.206539841,8849122.543307666,391.27087500000005,13.775040483474731,40.0,灌木地,16919128.326878034,10.000075817108154,4.928302167464111,1691900.0051912353,1637844040.0
1637844050.0,-979138.2113437423,8849230.37285563,397.10907499999996,20.69445159435272,40.0,灌木地,14774574.94552045,10.000076293945312,4.674475130683339,1477446.2225319145,1637844050.0
1637844060.0,-979061.8206899783,8849354.96861499,400.86555,18.775181436538695,40.0,灌木地,15258985.59871199,10.000075817108154,4.4916812936097745,1525886.991037296,1637844060.0
1637844070.0,-979003.9640470596,8849487.052769464,398.550525,16.03166184425354,20.0,林地,16298584.02920686,10.00007700920105,5.661370425602386,1629845.8516079993,1637844070.0
1637844080.0,-978915.9921509561,8849621.199628154,394.44085,23.138801670074464,20.0,林地,16126744.799674045,9.997924089431763,5.822283521090933,1613009.326278113,1637844080.0
1637844090.0,-978772.9203332657,8849745.626463126,393.487625,19.013500237464903,20.0,林地,18334306.44936827,10.000025987625122,5.713138968963318,1833425.8802983803,1637844090.0
1637844100.0,-978632.0210788816,8849855.32793555,392.39105,11.871359014511109,20.0,林地,13316142.4754277,10.000025987625122,5.709111039761909,1331610.7870025758,1637844100.0
1637844110.0,-978611.1006235781,8849971.026014067,388.6193,8.326678955554963,20.0,林地,12924296.265944581,10.000026226043701,5.696545795891323,1292426.2370717607,1637844110.0
1637844120.0,-978563.205539261,8850088.770128885,384.82205,3.3908377774059772,20.0,林地,15796995.155251913,9.999674797058105,5.480419403892769,1579750.8894888635,1637844120.0
1637844130.0,-978466.7407191005,8850214.150969971,386.427975,1.6489282488822936,20.0,林地,16709567.035342544,10.000005006790161,5.661633136464641,1670955.866921715,1637844130.0
1637844140.0,-978345.0222995185,8850345.120848829,388.8573,1.199304275214672,20.0,林地,16095482.44456111,9.998265027999878,5.335912606033987,1609827.5450276758,1637844140.0
1637844150.0,-978254.8063341836,8850469.320880596,387.44155,1.6009585335850716,20.0,林地,14654435.354839865,9.999983072280884,5.57589459277265,1465446.0161498406,1637844150.0
1637844160.0,-978146.2204352336,8850599.820316076,387.06194999999997,5.861914187669754,20.0,林地,18656696.913754076,9.999980926513672,5.744623270972433,1865673.24986473,1637844160.0
1637844170.0,-978007.3315630347,8850726.658394594,385.93937500000004,7.3241291522979735,60.0,水体,16967481.147934027,9.999981880187988,5.651028263253317,1696751.1892746608,1637844170.0
1637844180.0,-977859.1862247722,8850844.691687694,385.92345,4.431235778331756,20.0,林地,15421411.19430848,9.999981880187988,5.614265058212,1542143.9137666293,1637844180.0
1637844190.0,-977735.3957649913,8850955.374193644,387.89175,1.3589223220944404,60.0,水体,15648437.07097742,9.999982357025146,5.564374552366199,1564846.4679524302,1637844190.0
1637844200.0,-977713.393635316,8851060.797260182,388.798925,0.33443371914327147,60.0,水体,11115469.991031088,9.999981880187988,5.440472223836613,1111549.013209025,1637844200.0
1637844210.0,-977779.67391306,8851160.229802659,389.59659999999997,0.04024338237941265,60.0,水体,13235896.603892174,9.999981880187988,5.501103567274924,1323592.0587131458,1637844210.0
1637844220.0,-977870.5399378566,8851260.474238042,389.587175,0.5018557399511338,60.0,水体,12456291.544957789,9.999980926513672,5.48045951089476,1245631.5303493752,1637844220.0
1637844230.0,-977927.3043608349,8851377.50301921,388.76570000000004,2.2064152628183367,60.0,水体,14479347.341014644,9.999983310699463,5.504519590056391,1447937.150607291,1637844230.0
1637844240.0,-977901.155455918,8851508.033502944,387.95144999999997,7.754818713665008,60.0,水体,15586879.519276354,9.999981880187988,5.773155039068346,1558690.7762460203,1637844240.0
1637844250.0,-977821.5132572819,8851635.960833345,387.90515,12.259000253677367,20.0,林地,15190822.793224517,9.999980926513672,5.85834341150098,1519085.1767474867,1637844250.0
1637844260.0,-977745.8262207512,8851758.304916095,388.3319,13.10169026851654,20.0,林地,14283320.222384337,9.999982833862305,5.5993777329844665,1428334.4741370596,1637844260.0
1637844270.0,-977701.3334830564,8851880.649601173,385.501525,11.371485948562622,20.0,林地,13821065.410739124,9.999982357025146,5.668732816846841,1382108.9795253095,1637844270.0
1637844280.0,-977656.1894256767,8852005.819712292,379.28450000000004,7.6091041445732115,20.0,林地,14804123.176639143,9.999981880187988,5.55259553622152,1480415.0001480645,1637844280.0
1637844290.0,-977602.0871860652,8852127.766086794,373.121875,5.224264526367188,40.0,灌木地,13468002.48042957,9.999981880187988,5.4861266641531286,1346802.68842411,1637844290.0
1637844300.0,-977533.7561615622,8852251.44990755,365.352325,2.093977448344231,40.0,灌木地,15420036.277564628,9.999982118606567,5.6739376380091695,1542006.3850787475,1637844300.0
1637844310.0,-977448.7449165791,8852368.36043309,362.743025,7.081911885738373,40.0,灌木地,12359546.21703569,9.999981880187988,5.35264420435718,1235956.8612341671,1637844310.0
1637844320.0,-977396.1861603992,8852426.92540639,363.330675,7.730109024047851,40.0,灌木地,5074802.093137913,9.999982118606567,5.381930842610972,507481.11676074215,1637844320.0
1637844330.0,-977387.0022649269,8852437.593150578,363.92199999999997,7.660741329193115,40.0,灌木地,2183722.233979117,9.999982833862305,5.472267987761916,218372.59825932077,1637844330.0
1637844340.0,-977394.6744327489,8852428.07503297,363.84367499999996,7.728205966949463,40.0,灌木地,5449800.7858349765,9.999982118606567,5.240284632516281,544981.05308556,1637844340.0
1637844350.0,-977451.7206680743,8852369.847913878,366.579275,6.934856653213501,40.0,灌木地,10699846.371728081,9.999980926513672,5.232241645238787,1069986.6780104355,1637844350.0
1637844360.0,-977526.0197909197,8852276.890304547,371.351375,2.2479285806417466,40.0,灌木地,12439810.40064484,9.999982118606567,5.488655534765547,1243983.2644799016,1637844360.0
1637844370.0,-977582.8467143236,8852165.099571625,373.749075,3.8514629125595095,40.0,灌木地,12965980.386924544,9.999983072280884,5.547252420016671,1296600.2335409103,1637844370.0
1637844380.0,-977638.4205967563,8852042.95473868,377.296675,6.811719584465027,40.0,灌木地,15911719.442787237,9.999981880187988,5.493494399223737,1591174.8274575989,1637844380.0
1637844390.0,-977689.72220306,8851909.84036741,379.84432499999997,10.53642134666443,20.0,林地,14036466.215099048,9.999676942825317,5.882203348408688,1403691.9687860608,1637844390.0
1637844400.0,-977730.5686448656,8851787.810931798,382.840775,12.924232697486877,20.0,林地,14008678.638123253,9.999978065490723,5.766760719169298,1400870.9365539807,1637844400.0
1637844410.0,-977804.8506991144,8851659.174015142,382.96285,12.711930084228516,20.0,林地,16614325.834572744,9.999978065490723,5.7621632166194585,1661436.2277361094,1637844410.0
1637844420.0,-977890.3108146951,8851524.998117883,382.98595,8.349768793582916,60.0,水体,16073864.721319478,9.999978065490723,5.811418274271571,1607389.9978630298,1637844420.0
1637844430.0,-977922.9130106464,8851389.564552117,383.579725,2.421858859062195,60.0,水体,14740558.07058037,9.998976707458496,5.59079661250367,1474206.6615261745,1637844430.0
1637844440.0,-977871.231267651,8851277.341558684,386.3908,0.6423249904066324,60.0,水体,12654238.670009682,9.999978065490723,5.440575908659378,1265426.6426522115,1637844440.0
1637844450.0,-977778.0079011892,8851176.513378132,388.53915,0.021318887919187547,60.0,水体,13356733.580961678,9.999979019165039,5.522107995916712,1335676.1604562763,1637844450.0
1637844460.0,-977707.4484053139,8851068.461552821,389.32665000000003,0.28229910396039487,60.0,水体,12871058.189188454,9.999978065490723,5.586281962148541,1287108.6421284906,1637844460.0
1637844470.0,-977730.3140394439,8850955.313908767,388.394725,1.3434489205479623,60.0,水体,15758245.8980771,9.999977111816406,5.502432061885502,1575828.1965922175,1637844470.0
1637844480.0,-977848.105628852,8850850.507881071,385.763175,4.220595937967301,20.0,林地,13175295.897654247,9.999978065490723,5.580352123479647,1317532.4797082646,1637844480.0
1637844490.0,-977922.5344113633,8850767.084164057,384.272475,6.008911061286926,20.0,林地,11814832.325170306,9.999977827072144,5.764827974918683,1181485.852217087,1637844490.0
1637844500.0,-977785.1579085181,8850745.21417529,389.103625,4.9104938268661495,20.0,林地,18136292.945505872,9.999978065490723,5.727120331488914,1813633.2726661717,1637844500.0
1637844510.0,-977579.1675794143,8850764.94171855,391.15245,7.251086097955704,20.0,林地,22114002.68883196,9.999977827072144,5.612114639913409,2211405.17221593,1637844510.0
1637844520.0,-977359.3560424193,8850800.495074118,392.674375,12.101264786720275,20.0,林地,23676726.074060295,9.999979019165039,5.742625779038652,2367677.5749912737,1637844520.0
1637844530.0,-977133.0240778585,8850851.694572827,396.664025,5.429124653339386,20.0,林地,10607942.486267172,9.999978065490723,5.554518393911424,1060796.5754319497,1637844530.0
1637844540.0,-976963.8010126936,8850852.679708809,403.86165,4.720293837785721,40.0,灌木地,7770159.443502713,9.999978065490723,5.502850109987718,777017.6487003537,1637844540.0
1637844550.0,-976846.4801161794,8850798.118771689,417.78165,5.552836275100708,40.0,灌木地,15445786.729105249,9.999977827072144,5.46506814334117,1544582.0977012669,1637844550.0
1637844560.0,-976675.644020282,8850819.807310857,428.58152499999994,7.455603837966919,40.0,灌木地,16746902.426776506,9.999978065490723,5.333544060456667,1674693.9160365744,1637844560.0
1637844570.0,-976500.1516895652,8850808.150320467,431.41975,8.530231142044068,40.0,灌木地,13606353.797338987,9.999978065490723,5.30681946708753,1360638.364227381,1637844570.0
1637844580.0,-976530.6327407475,8850708.698749233,427.15015000000005,7.354224288463593,40.0,灌木地,13830741.65020643,9.999978065490723,5.374543423159872,1383077.1987326078,1637844580.0
1637844590.0,-976545.0144575627,8850594.601822231,422.129025,7.919269800186157,40.0,灌木地,13096707.207856286,9.999979019165039,5.215842638936943,1309673.4685899185,1637844590.0
1637844600.0,-976491.9455139271,8850479.583986763,415.8565,10.162081050872803,40.0,灌木地,14323560.61227116,9.999979019165039,5.146801005514396,1432359.0664360337,1637844600.0
1637844610.0,-976426.3149968719,8850355.730704948,411.9073,7.031611549854278,40.0,灌木地,13828653.740597341,9.999978065490723,5.275247661623381,1382868.407313725,1637844610.0
1637844620.0,-976322.8094162727,8850248.683594426,410.09982499999995,4.095647937059402,40.0,灌木地,15589374.526875071,9.999977827072144,5.494676405919316,1558940.9093159386,1637844620.0
1637844630.0,-976223.5228135185,8850161.336014856,407.4479,4.452070796489716,40.0,灌木地,10203591.32857165,9.99997878074646,5.449702964461892,1020361.2979876733,1637844630.0
1637844640.0,-976127.100423553,8850073.489912283,404.40340000000003,4.7335278682410715,40.0,灌木地,14956053.228308154,9.999978065490723,5.520780281970587,1495608.603374894,1637844640.0
1637844650.0,-976005.2186300873,8849982.228735335,404.4943,10.712050437927246,40.0,灌木地,12369685.311893282,9.999978065490723,5.205869732365453,1236971.2444250518,1637844650.0
1637844660.0,-975886.785285257,8849879.562421616,405.68359999999996,10.835956335067749,40.0,灌木地,16262797.776869304,9.999979019165039,5.013649140475094,1626283.1897648508,1637844660.0
1637844670.0,-975784.7879807195,8849773.435097296,405.87577500000003,6.927997612953186,40.0,灌木地,11845491.710948996,9.999978065490723,5.19265274443167,1184551.769351077,1637844670.0
1637844680.0,-975759.805533183,8849670.75692847,404.403825,5.746353209018707,40.0,灌木地,9444979.140893457,9.999979019165039,5.25231076384988,944499.895728989,1637844680.0
1637844690.0,-975765.0232220866,8849644.043944014,404.444925,6.3485565185546875,40.0,灌木地,2155485.124646066,9.999979019165039,5.449813121695206,215548.96470433206,1637844690.0
1637844700.0,-975756.1018914862,8849675.525023432,405.470875,5.183101153373718,40.0,灌木地,4621592.704548472,9.999978065490723,5.336878693626669,462160.28418075125,1637844700.0
1637844710.0,-975746.3802056666,8849714.390553806,403.86805,5.472122633457184,40.0,灌木地,4019614.573724466,9.999979019165039,5.400755796874344,401962.3007229158,1637844710.0
1637844720.0,-975758.2762990752,8849749.379913483,404.33175,6.160837805271148,40.0,灌木地,4645763.055153826,9.999977827072144,5.369331311509349,464577.33561935724,1637844720.0
1637844730.0,-975790.6209788935,8849789.748447698,404.940825,7.065697479248047,40.0,灌木地,4497177.218991329,9.999979019165039,5.412179201507638,449718.6654464427,1637844730.0
1637844740.0,-975828.5067676939,8849828.865390262,407.5074,8.337082052230835,40.0,灌木地,5028692.410671586,9.999979019165039,5.1976793130689956,502870.29613102763,1637844740.0
1637844750.0,-975867.19060788,8849863.21114511,410.173675,9.346698713302612,40.0,灌木地,5190435.301664344,9.999978065490723,5.037830784048596,519044.6686654444,1637844750.0
1637844760.0,-975889.381530454,8849889.46723171,409.13715,11.106304025650024,40.0,灌木地,3313918.806505613,9.999979972839355,5.127546103038015,331392.54433573346,1637844760.0
1637844770.0,-975893.0890137957,8849898.513118127,406.585475,11.219961309432984,40.0,灌木地,3662212.152832697,9.999978065490723,5.021636478170013,366222.01857329614,1637844770.0
1637844780.0,-975946.3722886462,8849933.9215752,408.19895,13.110262989997864,40.0,灌木地,8817907.07098044,9.999979019165039,5.08287153037372,881792.5571724552,1637844780.0
1637844790.0,-976040.0085882148,8850006.335647043,408.2625,9.169180035591125,40.0,灌木地,10652663.441677762,9.999978065490723,5.148874871032128,1065268.6807823523,1637844790.0
1637844800.0,-976136.6783011503,8850079.171208154,413.27635,4.22978977188468,40.0,灌木地,12560455.575057687,9.99997878074646,5.480165106285785,1256048.2227463385,1637844800.0
1637844810.0,-976232.3527612226,8850170.179729873,411.977325,4.397809094190597,40.0,灌木地,11819582.861871516,9.999979019165039,5.482250528126576,1181960.766039528,1637844810.0
1637844820.0,-976331.5200292248,8850257.180591624,411.80100000000004,4.122602748870849,40.0,灌木地,13988221.307634564,9.999977827072144,5.4467252255903755,1398825.2323685526,1637844820.0
1637844830.0,-976423.232107866,8850359.257902212,411.917425,7.015350794792175,40.0,灌木地,13449787.649906587,9.999979019165039,5.4216819958929445,1344981.5868743286,1637844830.0
1637844840.0,-976487.5453559303,8850482.366850952,411.28615,10.224576330184936,40.0,灌木地,15019817.59451992,9.999979972839355,5.194131337680726,1501984.7675010145,1637844840.0
1637844850.0,-976549.0066992361,8850617.405903276,415.51764999999995,7.489012849330902,40.0,灌木地,16346571.960926339,9.999978065490723,5.195307109799057,1634660.7816408419,1637844850.0
1637844860.0,-976498.2309449281,8850743.979902627,421.001225,8.735866296291352,40.0,灌木地,13994174.655376568,9.999979019165039,5.206708434465645,1399420.4016385055,1637844860.0
1637844870.0,-976506.0155173435,8850820.58181363,420.70457500000003,7.7392463207244875,40.0,灌木地,8377084.1442511175,9.999978065490723,5.432291916982395,837710.2519014409,1637844870.0
1637844880.0,-976612.2833208622,8850827.87272379,416.865575,7.772934865951538,40.0,灌木地,8764069.8431176,9.999979019165039,5.2995326972053665,876408.8230906476,1637844880.0
1637844890.0,-976722.8556452331,8850803.337696936,412.269725,7.1417200565338135,40.0,灌木地,11140579.886322388,9.999979019165039,5.363937867937563,1114060.3260238224,1637844890.0
1637844900.0,-976826.8151910494,8850789.901714213,408.923175,5.462233376502991,40.0,灌木地,11767042.987813804,9.998977899551392,5.37689614811431,1176824.5820747076,1637844900.0
1637844910.0,-976921.5200789159,8850824.178113636,404.8631,5.682748401165009,40.0,灌木地,8956584.595045218,9.999979972839355,5.365762066433357,895660.2532576993,1637844910.0
1637844920.0,-977012.7069095125,8850867.68577173,400.831175,4.107950341701508,40.0,灌木地,3185484.297583284,9.999979019165039,5.519594238227281,318549.0981009338,1637844920.0
1637844930.0,-977148.0854194581,8850847.47425192,397.0898,5.237794363498688,20.0,林地,7341168.194420642,9.999979019165039,5.5503748742029355,734118.3596836788,1637844930.0
1637844940.0,-977293.5492763066,8850813.665880945,394.894925,11.59225399494171,20.0,林地,14593596.522872098,9.999979019165039,5.6012231336944005,1459362.714152035,1637844940.0
1637844950.0,-977452.1747941055,8850783.771665124,392.333975,11.816821908950805,20.0,林地,17265316.604511373,9.999979019165039,5.819125970688015,1726535.2828663196,1637844950.0
1637844960.0,-977596.5589464031,8850760.91169014,389.6639,6.304139673709869,20.0,林地,15262611.069692677,9.999979019165039,5.711903435902899,1526264.3091992254,1637844960.0
1637844970.0,-977747.2013063179,8850748.939904898,388.2116,4.2939489662647246,20.0,林地,13441483.257671196,9.999979019165039,5.71934620841911,1344151.1459084551,1637844970.0
1637844980.0,-977867.116656471,8850749.882692195,387.42435,5.673700547218322,20.0,林地,10091499.810761318,9.999979019165039,5.59024897990724,1009152.0983614944,1637844980.0
1637844990.0,-977960.2992033113,8850752.083867222,387.018875,6.517320144176483,60.0,水体,11462525.051944148,9.999979972839355,5.750303742742194,1146254.8008173183,1637844990.0
1637845000.0,-978085.962179296,8850654.791610988,386.48179999999996,7.657331800460815,20.0,林地,17527737.28321609,9.999979019165039,5.641745041236686,1752777.4057949563,1637845000.0
1637845010.0,-978221.5584454525,8850513.266511498,388.103375,2.5725783467292787,20.0,林地,17900919.501717594,9.999979019165039,5.648203663381131,1790095.7059420163,1637845010.0
1637845020.0,-978319.3216222075,8850370.75571775,388.51655,1.046086348593235,20.0,林地,16456207.657167634,9.999979019165039,5.686337360188137,1645624.2183737766,1637845020.0
1637845030.0,-978454.3906739478,8850229.278995665,388.510875,1.686369401216507,20.0,林地,19470930.617292613,9.999979019165039,5.537666041925922,1947097.1469016506,1637845030.0
1637845040.0,-978564.4435459052,8850085.454562154,386.763875,3.5480007380247116,20.0,林地,17543994.71574182,9.999979019165039,5.603565528140491,1754403.1524584817,1637845040.0
1637845050.0,-978610.6983042713,8849952.706150409,389.7123,8.760845530033112,20.0,林地,15161898.290444992,9.999979019165039,5.654522932831126,1516193.0101440307,1637845050.0
1637845060.0,-978660.3234793689,8849819.693755874,390.03202500000003,12.35649025440216,20.0,林地,14402914.670830462,9.999979019165039,5.681016924865351,1440294.488941143,1637845060.0
1637845070.0,-978822.0625332438,8849704.696324755,390.290925,23.239012145996092,20.0,林地,20714545.110728726,9.999979972839355,5.986914590411615,2071458.659616407,1637845070.0
1637845080.0,-978947.724779577,8849566.608585427,392.2144,19.353475522994994,20.0,林地,17615400.999432426,9.999979019165039,5.748684259288938,1761543.7958092082,1637845080.0
1637845090.0,-979033.713365644,8849419.190121923,395.227625,17.380641508102418,40.0,灌木地,17042503.668607883,9.999979019165039,5.204814203428052,1704253.9425278583,1637845090.0
1637845100.0,-979089.3731345016,8849281.766919771,396.5065,22.065779638290405,40.0,灌木地,14194779.106535409,9.99997878074646,4.515341872871007,1419480.9226861002,1637845100.0
1637845110.0,-979204.8004755282,8849172.540578563,394.114125,13.515494966506958,40.0,灌木地,17036110.320501115,9.999979019165039,4.9232058771680265,1703614.606375801,1637845110.0
1637845120.0,-979333.9802360006,8849076.438079465,390.266575,15.661471438407897,40.0,灌木地,12943690.021121776,10.004597902297974,4.8507262067410215,1293774.1374042346,1637845120.0
1637845130.0,-979461.8672626127,8848966.537896853,383.23404999999997,18.048551177978517,40.0,灌木地,17360159.01588073,10.000040054321289,4.712313673913689,1736008.9481220562,1637845130.0
1637845140.0,-979605.6049218854,8848858.533389105,377.5702,27.481035423278808,40.0,灌木地,16016758.310964935,10.000041961669922,4.350935859506182,1601669.1102254407,1637845140.0
1637845150.0,-979730.495337459,8848728.43335906,374.03125,15.42308750152588,40.0,灌木地,17397605.548868254,9.998974323272705,4.7350049341335625,1739939.016382427,1637845150.0
1637845160.0,-979797.8389730112,8848587.199543796,371.63939999999997,22.360278034210204,40.0,灌木地,16491689.280637512,10.000027656555176,4.415431009741241,1649164.3670432202,1637845160.0
1637845170.0,-979834.5207947878,8848440.73101358,370.243,17.0176664352417,40.0,灌木地,16130551.75772908,10.000028133392334,4.918205482655042,1613050.6377142635,1637845170.0
1637845180.0,-979861.6759849737,8848309.821605232,365.12985,11.457935094833374,40.0,灌木地,13231673.481547832,10.000027179718018,5.008081495534553,1323163.7518330168,1637845180.0
1637845190.0,-979884.3387395678,8848200.538420346,360.3989,9.257165312767029,40.0,灌木地,10644912.20537563,10.00002670288086,5.199927226016489,1064488.3780469296,1637845190.0
1637845200.0,-979960.1456663149,8848140.027350154,358.46997500000003,12.8261723279953,40.0,灌木地,9123602.122032272,10.000028133392334,5.015713056911502,912357.6454316684,1637845200.0
1637845210.0,-980113.9600324424,8848171.58831324,356.446825,19.121014332771303,40.0,灌木地,7289443.317381758,10.000028133392334,4.644224778782517,728942.2809762579,1637845210.0
1637845220.0,-980285.6195498811,8848225.93238412,358.196575,28.083282566070558,40.0,灌木地,16995597.666277662,10.000027894973755,4.139843884764764,1699555.0257234825,1637845220.0
1637845230.0,-980462.8529536786,8848243.952426309,357.226075,22.47116813659668,40.0,灌木地,18531337.05902888,10.000026941299438,4.487948602211242,1853128.7133333315,1637845230.0
1637845240.0,-980606.6814494634,8848173.25087165,355.3278,20.30212688446045,40.0,灌木地,12914617.49448343,10.000027179718018,5.1980095000974895,1291458.2393012655,1637845240.0
1637845250.0,-980707.6437299734,8848065.70713667,351.659825,8.195731854438781,40.0,灌木地,14156449.864218734,10.000027894973755,5.27225299873214,1415641.0374949146,1637845250.0
1637845260.0,-980697.1982213631,8847954.475053351,351.86,11.50196704864502,40.0,灌木地,14554280.497969614,10.000027894973755,5.013209186586431,1455423.9898955615,1637845260.0
1637845270.0,-980793.272572324,8847855.002482697,357.971675,15.671884679794312,40.0,灌木地,13009639.889128495,10.000027179718018,4.828940394197651,1300960.4529390233,1637845270.0
